item_code,order_frequency,total_quantity,abc_class
14312029001,13.0,19.0,B
10021003001,13.0,252.0,B
14361022001,13.0,19.0,B
14210132001,13.0,37.0,B
14523030001,13.0,18.0,B
12120034001,13.0,45.0,B
14012012001,13.0,19.0,B
11041002001,13.0,22.0,B
11042009001,13.0,19.0,B
14103049001,12.0,14.0,B
14506313001,12.0,98.0,B
11111012001,12.0,21.0,B
12102053001,12.0,34.0,B
31501007001,12.0,30.0,B
12102059001,12.0,12.0,B
10011004001,12.0,156.0,B
14804008001,12.0,120.0,B
14822010001,12.0,30.0,B
14509007001,12.0,16.0,B
12327050001,12.0,14.0,B
12106020001,12.0,17.0,B
14510259001,12.0,18.0,B
11041019001,12.0,25.0,B
12103075001,12.0,12.0,B
14510253001,12.0,24.0,B
14506383001,12.0,64.0,B
14023305001,12.0,16.0,B
14600912001,12.0,29.0,B
14313024001,12.0,37.0,B
14244031001,12.0,15.0,B
11040008001,12.0,22.0,B
11040044001,12.0,15.0,B
14820009001,12.0,60.0,B
14403104001,12.0,13.0,B
10020003001,12.0,282.0,B
14312045001,12.0,43.0,B
12106016002,12.0,22.0,B
14111045001,12.0,12.0,B
14370017001,12.0,27.0,B
11111030001,12.0,22.0,B
11050031002,12.0,14.0,B
11022017001,12.0,14.0,B
12103004001,12.0,15.0,B
12103011001,12.0,60.0,B
14601027001,12.0,18.0,B
12110022001,12.0,14.0,B
14509015001,12.0,14.0,B
12002052001,12.0,13.0,B
12011189001,12.0,27.0,B
14104080001,12.0,18.0,B
14000036001,12.0,12.0,B
11041007001,12.0,15.0,B
12105043002,12.0,12.0,B
14361899001,12.0,18.0,B
12123097001,12.0,33.0,B
14741010001,12.0,26.0,B
12000214001,12.0,13.0,B
12000350001,12.0,21.0,B
14226042001,12.0,26.0,B
12011042001,12.0,14.0,B
12010010001,12.0,18.0,B
14620909001,12.0,19.0,B
12125004001,12.0,17.0,B
14361034001,12.0,13.0,B
14310015001,12.0,13.0,B
14351038001,12.0,15.0,B
14241002001,12.0,19.0,B
12201112001,12.0,45.0,B
10041020001,12.0,30.0,B
11062023001,12.0,21.0,B
14240006001,12.0,31.0,B
14002022001,12.0,39.0,B
12011108001,12.0,17.0,B
12123028001,12.0,52.0,B
12010001001,12.0,156.0,B
14000092001,12.0,22.0,B
14311095001,12.0,12.0,B
10022016001,12.0,164.0,B
14620107001,12.0,19.0,B
14133902001,12.0,22.0,B
31476039001,12.0,17.0,B
14204028001,12.0,22.0,B
14311046001,12.0,31.0,B
12202008001,12.0,20.0,B
14011033001,12.0,25.0,B
11110077003,12.0,44.0,B
14303898001,12.0,14.0,B
12122053001,12.0,16.0,B
12011003001,12.0,39.0,B
14200096001,12.0,18.0,B
14620001001,12.0,44.0,B
12000246001,12.0,15.0,B
14506046001,12.0,17.0,B
31762009001,12.0,14.0,B
11075013001,12.0,25.0,B
14506059001,12.0,13.0,B
14001080001,12.0,13.0,B
31244002001,12.0,39.0,B
14613004001,12.0,18.0,B
14012002001,12.0,12.0,B
14620092001,12.0,20.0,B
10022015001,12.0,41.0,B
14130044001,12.0,12.0,B
14361061001,12.0,27.0,B
14241003001,12.0,13.0,B
14361149001,12.0,28.0,B
14510176001,12.0,16.0,B
11103291001,12.0,16.0,B
14633937001,12.0,18.0,B
12120088001,12.0,50.0,B
10033033001,12.0,56.0,B
12001008001,12.0,15.0,B
14501943001,12.0,13.0,B
14342008001,12.0,16.0,B
14300032001,12.0,41.0,B
31423898001,12.0,18.0,B
11103265001,12.0,15.0,B
11010025001,12.0,19.0,B
14120008001,12.0,13.0,B
11021006001,12.0,13.0,B
14311119001,12.0,22.0,B
14212013001,12.0,19.0,B
10033023001,12.0,336.0,B
12120039001,12.0,30.0,B
14003008001,12.0,18.0,B
14850102001,12.0,12.0,B
12000112001,12.0,15.0,B
11021030001,12.0,20.0,B
14242008001,12.0,21.0,B
15020925001,12.0,144.0,B
11051007001,12.0,16.0,B
12005093008,12.0,24.0,B
14210009001,12.0,15.0,B
31568012001,12.0,17.0,B
11061002001,12.0,12.0,B
10904003001,12.0,13.0,B
14506135001,12.0,17.0,B
14632030001,12.0,51.0,B
14244018001,12.0,15.0,B
12123107001,12.0,34.0,B
14632022001,12.0,14.0,B
14352098001,12.0,13.0,B
12010074001,12.0,32.0,B
14632352001,12.0,14.0,B
14351032001,12.0,27.0,B
12220021001,12.0,18.0,B
14822899001,11.0,16.0,B
12123073001,11.0,74.0,B
14830063001,11.0,39.0,B
14010284001,11.0,13.0,B
10032081001,11.0,104.0,B
31422008001,11.0,30.0,B
12000438001,11.0,13.0,B
12011005001,11.0,31.0,B
14101017001,11.0,26.0,B
14504042001,11.0,16.0,B
14244025001,11.0,23.0,B
10034043001,11.0,116.0,B
14010235001,11.0,14.0,B
12000340001,11.0,12.0,B
14822038001,11.0,20.0,B
12125006001,11.0,20.0,B
12106019001,11.0,14.0,B
14505039001,11.0,17.0,B
14312027001,11.0,20.0,B
14507042001,11.0,22.0,B
14303035001,11.0,14.0,B
10035011001,11.0,104.0,B
11010023001,11.0,29.0,B
10023083001,11.0,12.0,B
15023008001,11.0,198.0,B
12000182001,11.0,16.0,B
11022031001,11.0,24.0,B
14302043001,11.0,14.0,B
14020949001,11.0,11.0,B
11010013002,11.0,14.0,B
12001108001,11.0,14.0,B
14302002001,11.0,12.0,B
11022001001,11.0,19.0,B
12002100001,11.0,11.0,B
11010112001,11.0,16.0,B
14833078001,11.0,54.0,B
14501941001,11.0,36.0,B
12011150001,11.0,22.0,B
12000125001,11.0,16.0,B
14506298001,11.0,16.0,B
11021017001,11.0,15.0,B
12120018001,11.0,22.0,B
11021047001,11.0,29.0,B
12121061001,11.0,34.0,B
35301004001,11.0,60.0,B
14832909001,11.0,36.0,B
14506111001,11.0,14.0,B
14832003001,11.0,57.0,B
14304001001,11.0,17.0,B
31422001001,11.0,15.0,B
12011068001,11.0,14.0,B
14311051001,11.0,28.0,B
14100007001,11.0,20.0,B
14506041001,11.0,13.0,B
31426001001,11.0,20.0,B
10040034001,11.0,324.0,B
12011210001,11.0,15.0,B
14311086001,11.0,32.0,B
12000220001,11.0,11.0,B
14303033001,11.0,13.0,B
12000067001,11.0,17.0,B
11030020001,11.0,22.0,B
14312005001,11.0,37.0,B
12011102001,11.0,11.0,B
10030020001,11.0,135.0,B
10024005001,11.0,210.0,B
12103060001,11.0,60.0,B
14511076001,11.0,26.0,B
14223006001,11.0,13.0,B
10023044001,11.0,13.0,B
12010053001,11.0,14.0,B
14730010001,11.0,11.0,B
10023029001,11.0,12.0,B
11050078001,11.0,13.0,B
14731905001,11.0,21.0,B
14602060001,11.0,12.0,B
11103084001,11.0,27.0,B
14601067001,11.0,12.0,B
14223083001,11.0,14.0,B
12102035001,11.0,17.0,B
12102058001,11.0,22.0,B
14362898001,11.0,23.0,B
12102087001,11.0,15.0,B
14201020001,11.0,23.0,B
12011364001,11.0,42.0,B
11074020001,11.0,27.0,B
12102105001,11.0,16.0,B
14111059001,11.0,12.0,B
14201049001,11.0,16.0,B
11073025001,11.0,12.0,B
14621033001,11.0,16.0,B
12011348001,11.0,17.0,B
14332002001,11.0,23.0,B
11110078005,11.0,13.0,B
14353037001,11.0,30.0,B
14353017001,11.0,23.0,B
14203068001,11.0,18.0,B
11050003001,11.0,20.0,B
11050002001,11.0,17.0,B
11110078003,11.0,22.0,B
14721003001,11.0,20.0,B
14225056001,11.0,25.0,B
11050103001,11.0,13.0,B
14225946001,11.0,12.0,B
14621028001,11.0,132.0,B
31546020001,11.0,18.0,B
31533309001,11.0,17.0,B
14621078001,11.0,21.0,B
12011490001,11.0,15.0,B
14631043001,11.0,23.0,B
14631929001,11.0,12.0,B
14361081001,11.0,16.0,B
11103067001,11.0,18.0,B
14632059001,11.0,21.0,B
14632067001,11.0,12.0,B
14226067001,11.0,32.0,B
14226063001,11.0,36.0,B
14001079001,11.0,16.0,B
11110083001,11.0,15.0,B
14132150001,11.0,13.0,B
14242007001,11.0,52.0,B
12100018001,11.0,30.0,B
14226012001,11.0,48.0,B
14242016001,11.0,14.0,B
11071008001,11.0,58.0,B
12023025001,11.0,37.0,B
12201071001,11.0,264.0,B
11050123001,11.0,19.0,B
14133907001,11.0,13.0,B
14200001001,11.0,13.0,B
14200002001,11.0,13.0,B
12212024001,11.0,32.0,B
14701008002,11.0,13.0,B
14510099001,11.0,18.0,B
14621034001,11.0,45.0,B
31502032004,11.0,27.0,B
11041026001,11.0,14.0,B
14204090001,11.0,22.0,B
14350001001,11.0,29.0,B
11103135001,11.0,21.0,B
12103101001,11.0,14.0,B
11102007001,11.0,12.0,B
11100012001,11.0,15.0,B
14611015001,11.0,19.0,B
12103125001,11.0,13.0,B
12020087001,11.0,15.0,B
14222027001,11.0,128.0,B
14332013001,11.0,19.0,B
11032018001,11.0,16.0,B
12301010001,11.0,17.0,B
14204135001,11.0,31.0,B
12011263001,11.0,22.0,B
14220085001,11.0,13.0,B
12301009001,11.0,16.0,B
12003028001,11.0,21.0,B
14615030001,11.0,16.0,B
14820016001,11.0,48.0,B
14333006001,11.0,21.0,B
31567004001,11.0,32.0,B
14507085001,11.0,14.0,B
14222048001,11.0,90.0,B
14243148001,11.0,13.0,B
11032003002,11.0,21.0,B
10023051001,11.0,15.0,B
14822020001,11.0,12.0,B
11042007001,11.0,21.0,B
10013007001,11.0,210.0,B
14822018001,11.0,14.0,B
14603038001,11.0,14.0,B
14822021001,11.0,23.0,B
14615011001,11.0,17.0,B
14613014001,11.0,110.0,B
14315015001,11.0,12.0,B
14604037001,11.0,11.0,B
14211028001,11.0,14.0,B
12010113001,11.0,12.0,B
31423896001,10.0,12.0,B
12123127001,10.0,24.0,B
14210048001,10.0,35.0,B
14506112001,10.0,14.0,B
14620103001,10.0,28.0,B
14620149001,10.0,14.0,B
30052113002,10.0,28.0,B
11071018001,10.0,18.0,B
14611025001,10.0,21.0,B
12211016001,10.0,12.0,B
12012015001,10.0,11.0,B
14000099001,10.0,19.0,B
11110088002,10.0,12.0,B
30010006001,10.0,33.0,B
14602049001,10.0,10.0,B
12123147001,10.0,45.0,B
14342028001,10.0,16.0,B
31531042001,10.0,32.0,B
14343028001,10.0,15.0,B
10014067001,10.0,156.0,B
14343026001,10.0,10.0,B
12000208001,10.0,10.0,B
14602050001,10.0,21.0,B
12000197001,10.0,22.0,B
14311040001,10.0,12.0,B
14361014001,10.0,16.0,B
12020141001,10.0,28.0,B
10034026001,10.0,120.0,B
31420001001,10.0,16.0,B
31623006001,10.0,17.0,B
31421011001,10.0,27.0,B
11073009001,10.0,34.0,B
14223008001,10.0,19.0,B
12020314001,10.0,10.0,B
31827020001,10.0,14.0,B
14360014001,10.0,10.0,B
14603030001,10.0,14.0,B
11103280001,10.0,13.0,B
10032052001,10.0,132.0,B
12010019001,10.0,20.0,B
14615048001,10.0,21.0,B
11074018001,10.0,20.0,B
31603018001,10.0,12.0,B
31707014001,10.0,19.0,B
14222104001,10.0,11.0,B
12000264001,10.0,10.0,B
12000351001,10.0,12.0,B
14505047001,10.0,36.0,B
14616033001,10.0,13.0,B
14210026001,10.0,13.0,B
14210021001,10.0,12.0,B
65106084001,10.0,15.0,B
12122018001,10.0,26.0,B
12326152001,10.0,12.0,B
14225052001,10.0,11.0,B
12005093005,10.0,20.0,B
14310109001,10.0,16.0,B
12122030001,10.0,26.0,B
14200060001,10.0,25.0,B
14506048001,10.0,12.0,B
14200070001,10.0,15.0,B
10031899001,10.0,19.0,B
11104013001,10.0,15.0,B
10040021001,10.0,246.0,B
11072034001,10.0,15.0,B
31255010001,10.0,20.0,B
11103164001,10.0,16.0,B
11051022001,10.0,18.0,B
41521020001,10.0,10.0,B
12020035001,10.0,20.0,B
14403103001,10.0,10.0,B
14805002001,10.0,114.0,B
11030018001,10.0,19.0,B
12103048001,10.0,36.0,B
14370069001,10.0,14.0,B
14312001001,10.0,22.0,B
12103026001,10.0,52.0,B
12103025001,10.0,69.0,B
12103024001,10.0,36.0,B
14833033001,10.0,11.0,B
14311172001,10.0,32.0,B
11042020001,10.0,14.0,B
31568011001,10.0,14.0,B
14244071001,10.0,35.0,B
14506334001,10.0,11.0,B
11022036001,10.0,30.0,B
14243017001,10.0,13.0,B
11022034001,10.0,16.0,B
14802005001,10.0,54.0,B
11061053001,10.0,18.0,B
11022024002,10.0,10.0,B
11022024001,10.0,16.0,B
11050009002,10.0,13.0,B
12011347001,10.0,26.0,B
11050022001,10.0,11.0,B
14832043001,10.0,14.0,B
14523029001,10.0,14.0,B
14362902001,10.0,16.0,B
11030029001,10.0,20.0,B
11031914001,10.0,19.0,B
12105053001,10.0,14.0,B
11032003001,10.0,19.0,B
14103084001,10.0,13.0,B
12220009001,10.0,12.0,B
14822009001,10.0,22.0,B
12105011001,10.0,14.0,B
14822925001,10.0,16.0,B
14822926001,10.0,13.0,B
12000049001,10.0,17.0,B
12002107001,10.0,11.0,B
14830037001,10.0,60.0,B
14312018001,10.0,28.0,B
14506646001,10.0,16.0,B
14001055001,10.0,21.0,B
14510255001,10.0,14.0,B
12011215001,10.0,25.0,B
14243054001,10.0,11.0,B
11030066001,10.0,23.0,B
14500005001,10.0,210.0,B
14510005001,10.0,19.0,B
12103105001,10.0,72.0,B
14244034001,10.0,12.0,B
12003042001,10.0,14.0,B
12106067001,10.0,18.0,B
12201020001,10.0,240.0,B
14311161001,10.0,34.0,B
12102116001,10.0,14.0,B
12011148001,10.0,22.0,B
10023008001,10.0,13.0,B
14300057001,10.0,12.0,B
14300070001,10.0,19.0,B
14506199001,10.0,130.0,B
12003098001,10.0,13.0,B
15020007001,10.0,110.0,B
14510186001,10.0,17.0,B
10002051001,10.0,45.0,B
14301020001,10.0,18.0,B
11010040001,10.0,14.0,B
10023003001,10.0,36.0,B
14361102001,10.0,13.0,B
14502005001,10.0,28.0,B
12100002001,10.0,20.0,B
11010019001,10.0,17.0,B
11031913001,10.0,11.0,B
14302018001,10.0,29.0,B
14602034001,10.0,13.0,B
35753007001,10.0,30.0,B
12221001001,10.0,32.0,B
14602036001,10.0,12.0,B
11061035001,10.0,11.0,B
11103062001,10.0,15.0,B
14710007001,10.0,11.0,B
14301018001,10.0,11.0,B
12212056001,10.0,11.0,B
14361177001,10.0,11.0,B
14601063001,10.0,13.0,B
14023005001,10.0,12.0,B
14362900001,10.0,20.0,B
14111100001,10.0,15.0,B
12120015001,10.0,60.0,B
14111102001,10.0,16.0,B
12000101001,10.0,21.0,B
14242135001,10.0,10.0,B
14850042001,10.0,10.0,B
31502037001,10.0,18.0,B
14211052001,10.0,16.0,B
14506230001,10.0,12.0,B
31504002001,10.0,25.0,B
14506264001,10.0,60.0,B
12101043001,10.0,24.0,B
31503003001,9.0,24.0,B
31533037001,9.0,18.0,B
10023110001,9.0,13.0,B
31553006001,9.0,11.0,B
31623898001,9.0,22.0,B
10022006001,9.0,288.0,B
10022908001,9.0,64.0,B
32410009001,9.0,34.0,B
32400180001,9.0,13.0,B
10014212001,9.0,46.0,B
31762022001,9.0,10.0,B
14000008001,9.0,45.0,B
31530108001,9.0,14.0,B
32410035001,9.0,32.0,B
12201034001,9.0,180.0,B
10023061001,9.0,18.0,B
12220015001,9.0,14.0,B
12212040001,9.0,13.0,B
31501904001,9.0,18.0,B
31501907001,9.0,13.0,B
10021040001,9.0,114.0,B
12301004001,9.0,11.0,B
12201086001,9.0,42.0,B
31423899001,9.0,15.0,B
31823049001,9.0,9.0,B
10020101001,9.0,76.0,B
31531056001,9.0,13.0,B
12153015001,9.0,16.0,B
14504076001,9.0,11.0,B
14621004001,9.0,26.0,B
14222044001,9.0,22.0,B
14210058001,9.0,15.0,B
14361053001,9.0,9.0,B
11100108001,9.0,13.0,B
11110086001,9.0,11.0,B
14221114001,9.0,10.0,B
14222011001,9.0,29.0,B
11102003001,9.0,23.0,B
11102004001,9.0,11.0,B
14222049001,9.0,12.0,B
14210027001,9.0,14.0,B
14361015001,9.0,39.0,B
11110079001,9.0,13.0,B
11103018002,9.0,16.0,B
14602058001,9.0,9.0,B
14223296001,9.0,14.0,B
12123128001,9.0,34.0,B
14352058001,9.0,11.0,B
14352028001,9.0,19.0,B
11110091001,9.0,13.0,B
14510037001,9.0,18.0,B
14342031001,9.0,14.0,B
14133918001,9.0,9.0,B
12000028001,9.0,10.0,B
14631948001,9.0,12.0,B
14631023001,9.0,10.0,B
11062006001,9.0,12.0,B
12000026001,9.0,12.0,B
14621012001,9.0,9.0,B
12023331001,9.0,24.0,B
11070015001,9.0,36.0,B
14510014001,9.0,29.0,B
14204073001,9.0,11.0,B
14202011001,9.0,11.0,B
14510015001,9.0,20.0,B
11074007001,9.0,16.0,B
14615061001,9.0,13.0,B
12003077001,9.0,15.0,B
14361178001,9.0,11.0,B
11111009001,9.0,13.0,B
12020324001,9.0,20.0,B
11103047001,9.0,26.0,B
14226020001,9.0,23.0,B
14632435001,9.0,10.0,B
12010077001,9.0,17.0,B
11104001001,9.0,9.0,B
14330899001,9.0,13.0,B
11103262001,9.0,13.0,B
14300002001,9.0,14.0,B
12010065001,9.0,13.0,B
14301030001,9.0,12.0,B
12010069001,9.0,18.0,B
12011115001,9.0,22.0,B
14303034001,9.0,10.0,B
14331005001,9.0,11.0,B
14303040001,9.0,9.0,B
14303058001,9.0,11.0,B
14330014001,9.0,13.0,B
14512015001,9.0,11.0,B
12011062001,9.0,12.0,B
14312056001,9.0,21.0,B
14312015001,9.0,34.0,B
12011018001,9.0,11.0,B
11103195001,9.0,25.0,B
12011221001,9.0,11.0,B
11103054002,9.0,20.0,B
11110014002,9.0,13.0,B
14342010001,9.0,10.0,B
14341068001,9.0,10.0,B
14240015001,9.0,18.0,B
11110066001,9.0,28.0,B
12011398001,9.0,13.0,B
12011374001,9.0,10.0,B
12011332001,9.0,16.0,B
14243028001,9.0,11.0,B
11110013001,9.0,27.0,B
14244022001,9.0,14.0,B
14243088001,9.0,10.0,B
12010026001,9.0,14.0,B
14243128001,9.0,32.0,B
11103132001,9.0,16.0,B
14331007001,9.0,11.0,B
14600022001,9.0,14.0,B
12011238001,9.0,17.0,B
14523107001,9.0,14.0,B
14632103001,9.0,13.0,B
11103298001,9.0,15.0,B
14121028001,9.0,9.0,B
14822115001,9.0,14.0,B
11022003001,9.0,17.0,B
12110028001,9.0,22.0,B
11022059001,9.0,15.0,B
11022082001,9.0,28.0,B
14023202001,9.0,13.0,B
12001112001,9.0,14.0,B
12100040001,9.0,28.0,B
31254001001,9.0,15.0,B
31253001001,9.0,9.0,B
12002006001,9.0,20.0,B
14821011001,9.0,12.0,B
11032222001,9.0,13.0,B
12104011001,9.0,42.0,B
12103170001,9.0,39.0,B
14506339001,9.0,36.0,B
12103144001,9.0,24.0,B
14022119001,9.0,18.0,B
11021063001,9.0,14.0,B
12122009001,9.0,42.0,B
11010116001,9.0,16.0,B
12001043001,9.0,9.0,B
14502068001,9.0,12.0,B
10052015001,9.0,15.0,B
12000186001,9.0,13.0,B
11010020001,9.0,15.0,B
11010021001,9.0,17.0,B
14506021001,9.0,50.0,B
12000169001,9.0,10.0,B
12000375001,9.0,11.0,B
12120060001,9.0,20.0,B
12122014001,9.0,42.0,B
12120049001,9.0,40.0,B
14850126001,9.0,9.0,B
12000361001,9.0,12.0,B
11021052001,9.0,16.0,B
11021061001,9.0,13.0,B
11040047001,9.0,14.0,B
14810022001,9.0,39.0,B
12103093001,9.0,15.0,B
14740017001,9.0,12.0,B
12102020001,9.0,10.0,B
12102016001,9.0,32.0,B
11050078002,9.0,12.0,B
14730041001,9.0,30.0,B
14721944001,9.0,26.0,B
12123055001,9.0,17.0,B
12123067001,9.0,16.0,B
10034040001,9.0,80.0,B
31422014001,9.0,17.0,B
11050101001,9.0,20.0,B
14507045001,9.0,12.0,B
11050129001,9.0,9.0,B
14507047001,9.0,14.0,B
12100049001,9.0,12.0,B
31422898001,9.0,32.0,B
11042001001,9.0,9.0,B
31422002001,9.0,16.0,B
11050068001,9.0,10.0,B
11050049001,9.0,10.0,B
11042015001,9.0,19.0,B
12002066001,9.0,10.0,B
14801020001,9.0,45.0,B
31255006001,9.0,12.0,B
14742018001,9.0,12.0,B
31421028001,9.0,18.0,B
12121085001,9.0,13.0,B
31421035001,9.0,14.0,B
31421039001,9.0,23.0,B
12102082001,9.0,11.0,B
12123031001,9.0,20.0,B
11050053001,9.0,11.0,B
12102026001,9.0,11.0,B
14001020001,8.0,20.0,B
14321011001,8.0,29.0,B
31822063001,8.0,10.0,B
14505053001,8.0,14.0,B
14504062001,8.0,15.0,B
14311093001,8.0,9.0,B
14313023001,8.0,13.0,B
14000125001,8.0,21.0,B
41401071001,8.0,8.0,B
14361115001,8.0,13.0,B
14500043001,8.0,8.0,B
33551909001,8.0,10.0,B
31762007001,8.0,16.0,B
14507087001,8.0,10.0,B
14411001001,8.0,10.0,B
34511013001,8.0,14.0,B
14506358001,8.0,11.0,B
14370055001,8.0,21.0,B
32511048001,8.0,33.0,B
14361902001,8.0,8.0,B
14506348001,8.0,8.0,B
14506131001,8.0,10.0,B
14000080001,8.0,8.0,B
14506340001,8.0,32.0,B
14361064001,8.0,9.0,B
32431035001,8.0,22.0,B
14000109001,8.0,11.0,B
14352079001,8.0,11.0,B
14506171001,8.0,70.0,B
14340027001,8.0,10.0,B
31912024001,8.0,9.0,B
14332007001,8.0,16.0,B
31423897001,8.0,8.0,B
14225014001,8.0,9.0,B
31709946001,8.0,10.0,B
14620112001,8.0,12.0,B
31530048001,8.0,12.0,B
14701041001,8.0,11.0,B
14634025001,8.0,8.0,B
31530049001,8.0,10.0,B
14632044001,8.0,8.0,B
31531022001,8.0,11.0,B
14620920001,8.0,14.0,B
14620083001,8.0,12.0,B
31504009001,8.0,36.0,B
14620039001,8.0,18.0,B
14620012001,8.0,17.0,B
31532060001,8.0,11.0,B
14203061001,8.0,22.0,B
14001150001,8.0,11.0,B
14204003001,8.0,11.0,B
14615044001,8.0,11.0,B
31530011001,8.0,14.0,B
31502034003,8.0,16.0,B
14210015001,8.0,9.0,B
15023001001,8.0,336.0,B
31255005001,8.0,15.0,B
31455002001,8.0,11.0,B
14011063001,8.0,13.0,B
31244001001,8.0,16.0,B
30071043001,8.0,9.0,B
14013964001,8.0,10.0,B
30045057001,8.0,35.0,B
14021068001,8.0,37.0,B
14111099001,8.0,8.0,B
14851121001,8.0,8.0,B
14851073001,8.0,8.0,B
14832931001,8.0,63.0,B
14832008001,8.0,33.0,B
14104029001,8.0,11.0,B
31502012001,8.0,20.0,B
14111012001,8.0,9.0,B
14615036001,8.0,13.0,B
14210039001,8.0,15.0,B
14511057001,8.0,11.0,B
14512035001,8.0,15.0,B
14243108001,8.0,8.0,B
14243149001,8.0,12.0,B
14244051001,8.0,12.0,B
14244063001,8.0,10.0,B
14521085001,8.0,33.0,B
14301027001,8.0,19.0,B
14302072001,8.0,9.0,B
14303060001,8.0,8.0,B
14600999001,8.0,8.0,B
14303897001,8.0,18.0,B
14304009001,8.0,24.0,B
14304013001,8.0,8.0,B
14304089001,8.0,11.0,B
14304230001,8.0,8.0,B
14512005001,8.0,17.0,B
14310139001,8.0,30.0,B
14600907001,8.0,13.0,B
31564005001,8.0,12.0,B
14210050001,8.0,9.0,B
14225016001,8.0,9.0,B
14210068001,8.0,13.0,B
14210089001,8.0,21.0,B
14210113001,8.0,10.0,B
14213092001,8.0,39.0,B
14604027001,8.0,23.0,B
14603026001,8.0,10.0,B
14223096001,8.0,17.0,B
31533096001,8.0,16.0,B
14601073001,8.0,19.0,B
14225041001,8.0,9.0,B
14226003001,8.0,15.0,B
14602055001,8.0,9.0,B
14602044001,8.0,8.0,B
14240014001,8.0,14.0,B
14602035001,8.0,18.0,B
14602029001,8.0,8.0,B
14504056001,8.0,15.0,B
66511009001,8.0,49.0,B
12001051001,8.0,14.0,B
10023093001,8.0,19.0,B
11022063001,8.0,11.0,B
11051023001,8.0,9.0,B
10014014001,8.0,156.0,B
12111030001,8.0,10.0,B
10002078001,8.0,66.0,B
10041050001,8.0,44.0,B
12112002001,8.0,15.0,B
12151096001,8.0,12.0,B
10031015001,8.0,174.0,B
11074031001,8.0,18.0,B
12011484001,8.0,11.0,B
12120024001,8.0,27.0,B
12000097001,8.0,10.0,B
11061030001,8.0,17.0,B
11030010001,8.0,34.0,B
10041009001,8.0,156.0,B
12151001001,8.0,54.0,B
12011074001,8.0,21.0,B
11075003001,8.0,34.0,B
10002011001,8.0,68.0,B
12106086001,8.0,10.0,B
12220006001,8.0,13.0,B
11022012001,8.0,13.0,B
12212058001,8.0,16.0,B
12212036001,8.0,27.0,B
11040056001,8.0,13.0,B
11110078001,8.0,13.0,B
11110078002,8.0,8.0,B
10023066001,8.0,10.0,B
11110084001,8.0,8.0,B
10052024001,8.0,17.0,B
12106039001,8.0,10.0,B
10051034001,8.0,19.0,B
12100069001,8.0,19.0,B
11112007001,8.0,24.0,B
12000496001,8.0,8.0,B
12003161001,8.0,12.0,B
12100051001,8.0,10.0,B
12000122001,8.0,10.0,B
12002114001,8.0,8.0,B
11061032001,8.0,15.0,B
12011427001,8.0,34.0,B
12001041001,8.0,10.0,B
10040044001,8.0,102.0,B
12123056001,8.0,33.0,B
12000359001,8.0,26.0,B
12121092001,8.0,18.0,B
12123038001,8.0,16.0,B
10035041001,8.0,138.0,B
11071032001,8.0,9.0,B
12122005001,8.0,22.0,B
12011235001,8.0,16.0,B
12123020001,8.0,48.0,B
12000397001,8.0,8.0,B
12001019001,8.0,9.0,B
12000408001,8.0,26.0,B
12011257001,8.0,19.0,B
10040015001,8.0,96.0,B
11031035001,8.0,11.0,B
12123092001,8.0,36.0,B
11031050001,8.0,21.0,B
12121067001,8.0,20.0,B
11030177001,8.0,19.0,B
12130034001,8.0,20.0,B
12130032001,8.0,25.0,B
12000205001,8.0,13.0,B
12002044001,8.0,11.0,B
12011403001,8.0,9.0,B
12000230001,8.0,16.0,B
12002013001,8.0,20.0,B
12123135001,8.0,28.0,B
11071021001,8.0,10.0,B
11070050001,8.0,28.0,B
10034022001,8.0,192.0,B
11071002001,8.0,11.0,B
12123110001,8.0,24.0,B
12121028001,8.0,33.0,B
12121048001,8.0,30.0,B
12121065001,8.0,44.0,B
11110028001,8.0,11.0,B
10002038001,8.0,22.0,B
10023011001,8.0,14.0,B
10014073001,8.0,114.0,B
11042031001,8.0,9.0,B
12105006001,8.0,18.0,B
11041007003,8.0,11.0,B
10022012001,8.0,90.0,B
11041019002,8.0,14.0,B
12020117001,8.0,10.0,B
11021036001,8.0,14.0,B
12010035001,8.0,8.0,B
12327076001,8.0,9.0,B
11041024001,8.0,27.0,B
11041028001,8.0,20.0,B
12327025001,8.0,9.0,B
11041030001,8.0,9.0,B
12014035001,8.0,8.0,B
11103118001,8.0,12.0,B
11042002001,8.0,9.0,B
11021060001,8.0,11.0,B
10014214001,8.0,25.0,B
10022916001,8.0,25.0,B
11041005001,8.0,11.0,B
12102005001,8.0,36.0,B
11103224001,8.0,15.0,B
11050102001,8.0,18.0,B
11103200001,8.0,12.0,B
10014106001,8.0,144.0,B
11020012001,8.0,13.0,B
11103074001,8.0,22.0,B
10023017001,8.0,10.0,B
11103043001,8.0,10.0,B
14340002001,7.0,7.0,B
14621065001,7.0,8.0,B
11061031001,7.0,7.0,B
14740050001,7.0,10.0,B
12010145001,7.0,8.0,B
11061054001,7.0,8.0,B
10034006001,7.0,32.0,B
10032054001,7.0,66.0,B
12102154001,7.0,8.0,B
14740074001,7.0,10.0,B
12002005001,7.0,7.0,B
12120081001,7.0,11.0,B
12002035001,7.0,7.0,B
10032007001,7.0,32.0,B
10031022001,7.0,108.0,B
32500008001,7.0,36.0,B
14300019001,7.0,9.0,B
14740061001,7.0,15.0,B
12120062001,7.0,36.0,B
14342007001,7.0,8.0,B
